Spat_code	Unit	C_LIVEST_L	AGRAREA	B_1	B_1_1	B_1_1_1	B_1_1_2	B_1_1_3	B_1_1_4	B_1_1_5	B_1_1_6	B_1_1_7	B_1_1_99	B_1_2	B_1_2_1	B_1_2_2	B_1_345	B_1_3	B_1_4	B_1_5	B_1_6	B_1_6_1	B_1_6_2	B_1_6_3	B_1_6_4	B_1_6_5	B_1_6_6	B_1_6_7	B_1_6_8	B_1_6_9	B_1_6_10	B_1_6_11	B_1_6_7_11	B_1_6_12	B_1_6_99	B_1_7	B_1_7_1	B_1_7_1_1	B_1_7_1_2	B_1_7_2	B_1_8	B_1_8_1	B_1_8_2	B_1_9	B_1_9_1	B_1_9_2	B_1_9_2_1	B_1_9_2_2	B_1_9_2_2_99	B_1_9_2_99	B_1_10_11	B_1_10	B_1_11	B_1_12	B_1_12_1	B_1_12_2	B_2	B_3	B_3_1	B_3_2	B_3_3	B_4	B_4_1	B_4_1_1	B_4_1_1_1	B_4_1_1_2	B_4_1_2	B_4_1_3	B_4_2	B_4_3	B_4_3_1	B_4_3_2	B_4_4	B_4_4_1	B_4_4_2	B_4_4_3	B_4_4_4	B_4_5	B_4_6	B_4_7	C_1L	C_1_3L	C_2_1_2_5L	C_2L	C_21399L	C_2_1L	C_2_2L	C_2_3L	C_2_4L	C_2_5L	C_2_6L	C_2_99L	C_2_6_99L	C_3L	C_3_1L	C_3_1_1L	C_3_1_99L	C_3_2L	C_3_2_1L	C_3_2_99L	C_4_5_6L	C_4L	C_4_1L	C_4_2L	C_4_99L	C_5L	C_5_1L	C_5_2L	C_5_3L	C_6L
FR62	ha	1418610	2540090	1612010	680220	233930	123450	1200	82780	5940	160290	0	72640	19270	17280	2000	800	420	310	70	260770	1230	0	0	41030	195050	20630	1070	50	70	1340	70	2600	120	110	8440	8230	6670	1570	210	330	210	110	554700	461020	93680	45310	40060	48370	8310	3190	3190	0	84290	84290	0	2640	870470	457230	413230	0	54980	17320	12950	12090	860	70	4300	0	30			36350	29860	4980	1510	0	460	820		28570	1113520	380900	883450	1084950	163010	7640	80840	23280	106120	138370	364180	502550	201510	186610	167150	19460	14900	14040	860	305090	98630	3010	17310	78310	205820	31800	14220	159800	640
FR62	flg																						-1																																														-1																																									
FR63	ha	869710	838760	331210	78470	22470	260	1540	12470	2140	6980	0	32620	1010	1000	10	310	220	0	90	5560	60	0	0	2840	2490	50	0	10	0	10	0	60	10	50	200	170	110	60	30	50	20	20	244200	214650	29550	28140	1160	1410	250	0	0	0	1420	1420	0	850	502060	454630	47430	0	4640	4200	2660	2660	0	150	1390	0	0			130	70	50	0	0	180	130		10890	823120	358330	757460	812230	148490	20140	83010	23800	82890	32330	366800	399130	54770	52220	43920	8300	2550	2430	120	46590	31380	1220	6300	23850	14960	4510	1650	8800	250
FR63	flg											-1											-1					-1																							-1	-1														-1										-1																																		
FR71	ha	1142110	1516680	638120	325510	116140	11100	3380	42040	2490	120200	0	30160	3710	3480	230	2090	1950	50	90	51870	580	0	0	15360	23430	4890	30	70	0	150	0	260	7220	130	6850	6400	4480	1920	440	730	550	180	224010	147550	76460	47890	27470	28570	1100	1290	1290	0	22060	22060	0	1110	787920	507450	280470	0	89530	35420	21140	20700	440	730	13540	0	1340			48720	47610	1050	60	0	2430	1620		32250	835780	342560	747580	803530	108670	16770	95810	14800	106510	269050	135970	405020	55950	40470	34980	5490	15480	14240	1240	306340	72410	2140	11170	59100	232950	43990	84930	104030	980
FR71	flg																						-1							-1		-1																																																																														
FR72	ha	1335260	1469490	568210	225890	109650	360	4020	26120	2310	40380	0	43060	7330	2840	4490	5010	390	4480	130	29020	180	0	0	17650	10890	150	0	40	0	30	0	90	50	0	630	610	510	90	30	120	90	40	292140	255340	36790	28770	7240	8020	780	80	80	0	7990	7990	0	700	898620	841950	56660	0	1960	430	210	200	0	90	130	0	0			1150	980	170	0	0	260	120		19430	1207900	516250	1133380	1188470	192390	17820	132860	30010	143170	235070	382060	617130	55090	51660	44980	6680	3430	3250	180	127360	58840	2260	11110	45470	67910	26920	16320	24670	620
FR72	flg																											-1		-1					-1																															-1																																												
FR81	ha	229400	956590	263490	117450	5690	80320	1950	9860	1400	3500	5720	8990	5410	3560	1850	780	780	0	0	28740	0	0	0	4250	23510	280	0	0	0	20	0	80	590	30	8220	7360	3770	3590	860	400	290	110	67770	53240	14540	1410	12240	13130	890	940	940	0	33770	33770	0	600	432730	81840	350890	0	259770	17340	15650	15260	390	30	1660	0	4070			236010	225360	9960	690	0	770	1580		14380	198620	67660	146940	184230	24260	2260	14540	8560	18050	18740	60530	79270	37300	34420	31650	2770	2880	2750	120	30790	7210	250	1880	5080	23470	8720	8240	6510	110
FR81	flg																			-1		-1	-1					-1	-1	-1																																							-1																																									
FR82	ha	159800	815450	210250	96120	6510	55570	600	8740	1230	3700	14790	4970	2820	2400	430	1100	810	290	10	24330	0	0	0	2520	6460	360	30	170	0	40	0	250	14660	80	10690	8520	6290	2230	2170	1500	1120	380	54860	26080	28780	600	25400	28170	2770	530	530	0	18300	18300	0	430	478130	66070	412060	0	126640	23140	22400	22090	310	30	710	40	10150			90490	82570	4370	3540	0	1400	1440		11060	139850	27520	47370	128800	6270	1660	6130	4840	8620	6650	13200	19850	81420	78000	66110	11890	3420	3190	240	19950	4930	260	900	3780	14970	4360	7490	3120	50
FR82	flg																						-1									-1																																																																														
FR83	ha	71380	179940	11470	1220	0	0	0	240	50	700	0	150	0	0	0	30	30	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	210	0	490	460	380	80	30	40	30	10	8150	4030	4120	120	3320	4000	680	0	0	0	1250	1250	0	30	154650	25360	129290	0	13780	3090	1340	860	480	0	1750	1890	2100			6670	5820	740	110	0	20	0		1660	64270	13750	46450	62610	6690	840	2170	650	3390	0	32700	32700	16160	12070	10860	1200	4090	3810	280	7110	5430	160	1320	3950	1680	740	890	50	0
FR83	flg					-1								-1	-1	-1				-1						-1									-1																																-1												-1																															-1
HU10	ha	112160	251900	204770	118100	46240	670	4530	12070	2840	41490	0	10260	850	850	0	3230	2650	520	60	43830	0	0	0	13870	28510	140	0	850	0	0	0	850	80	350	3370	3270	2290	980	100	130	90	40	23130	840	22290	5900	14770	16390	1620	890	440	450	11230	5760	5480	1530	34350	1670	32680	0	11250	8580	7220	7220	0	1100	260	0	0	0	0	2270	1220	870	170	0	320	90	0	5900	48290	15630	35720	42390	5260	1960	6060	390	1960	17550	2540	20100	6660	5850	3820	2030	820	440	370	63870	31640	650	4370	26630	31910	2490	7360	22050	320
HU10	flg											-1				-1						-1	-1					-1																																																																																		
HU21	ha	291010	524420	438440	296400	112270	1000	1370	26710	4960	139850	0	10230	2920	2910	10	5300	1180	3960	160	86620	0	0	0	37640	43190	1940	80	2550	0	0	0	2630	40	1170	1030	1020	980	40	10	90	70	20	35460	4190	31270	12100	15730	19170	3440	1730	1260	460	8910	4360	4550	1710	72150	3180	68970	0	12120	4230	3210	3210	0	570	440	0	0	0	0	7480	4670	2620	190	0	320	80	0	7440	87020	28740	67990	79580	9380	3430	11170	1030	3740	31470	7780	39250	11590	10760	7250	3510	830	450	380	203990	91630	2730	14540	74360	112190	12220	35290	64680	170
HU21	flg																					-1																																																																																								
HU22	ha	250790	515230	452010	300530	118830	2110	2510	41390	4170	120680	0	10850	520	410	110	4010	1600	2030	380	95620	0	0	0	61680	22040	6310	0	5070	0	0	0	5120	60	410	930	910	700	210	10	110	70	40	33210	1830	31380	13820	13980	17570	3580	6340	6000	340	10730	4900	5830	1610	48340	1900	46450	0	13270	5420	3940	3940	0	530	950	0	0	0	0	4360	2050	2100	210	0	1080	2410	0	5690	83210	32490	73770	77520	10900	4160	11630	760	5040	35640	5640	41280	3750	2930	1890	1040	830	420	400	167580	61990	1870	10270	49850	105380	13030	18860	73490	220
HU22	flg																											-1																																																																																		
HU23	ha	282070	683540	607720	450800	130920	2360	1950	33780	4320	264240	0	13230	1820	1760	60	6640	1120	5340	180	109390	0	0	0	36870	49210	18430	90	3940	0	0	0	4040	250	590	2110	2090	1640	450	20	50	40	10	26280	1890	24390	7510	13210	16890	3680	660	330	330	9970	5060	4910	2340	54750	2960	51790	0	18730	5920	4230	4230	0	530	1150	0	0	0	0	11050	6850	3880	320	0	720	1040	0	7380	78110	25850	58650	70730	9190	3160	9930	640	2930	25690	7110	32810	12080	11050	7460	3590	1030	560	470	203960	129930	3550	22790	103590	73710	12790	11090	49840	310
HU23	flg																					-1								-1																																																																																
HU31	ha	184760	513520	385350	190490	109590	730	1380	24180	6000	40100	0	8500	1210	1100	120	1830	1410	230	190	97040	110	0	0	35000	53270	1010	0	6310	0	0	0	6390	230	1040	1480	1370	1060	310	110	120	110	10	36480	4460	32020	5720	23830	26300	2470	380	270	110	56310	26250	30060	2500	97440	3300	94140	0	28230	12440	9300	9300	0	2160	990	0	0	0	0	15230	10060	4550	620	0	190	370	0	6140	69140	21120	51390	62990	6790	2040	8230	770	3290	19630	10640	30270	11610	10390	7410	2980	1220	650	570	115630	46010	1250	7790	36970	69230	4160	12760	52310	390
HU31	flg																											-1																																																																																		
HU32	ha	630810	1041260	825560	474440	183470	2740	4770	32850	7610	218680	1360	22950	4200	3730	470	5060	3790	890	390	159900	3950	0	0	22660	123620	1270	0	6720	0	0	0	6800	470	1130	22510	22350	17740	4610	160	50	30	20	60720	2570	58150	13030	41850	45120	3270	1180	880	290	97500	53200	44300	3770	175510	4820	170690	0	36410	33870	30540	30540	0	1100	2230	0	0	0	0	1580	470	920	190	0	540	430	0	11170	181870	50960	123390	170710	17360	5500	18730	1230	8130	60740	11690	72430	47320	45100	34310	10790	2220	1220	1010	448930	222580	6270	39980	176340	225920	34780	26870	164270	440
HU32	flg																						-1					-1																																																																																		
HU33	ha	732180	1082500	883070	545730	204960	7800	12320	64020	8850	211820	480	35480	5990	5730	260	8040	4990	2540	510	161140	1060	0	0	34770	101730	9370	60	9700	0	0	0	9760	3590	870	25400	24110	18000	6120	1290	410	270	130	69480	2110	67370	13250	49930	54120	4190	1490	1230	260	65380	32340	33040	3330	164380	4520	159870	0	31720	13310	11970	11970	0	770	570	0	0	0	0	18020	10690	6730	590	0	290	100	0	13170	164250	48850	114500	151090	16300	6400	17400	1930	6830	54330	11310	65640	36590	34360	24250	10120	2230	1130	1090	567930	209450	5880	38840	164730	357780	17950	31930	307890	700
HU33	flg																														-1																																																																															
IE01	ha	2337490	2019370	331520	56080	13590	0	0	37830	4000	0	0	660	540	540	0	5540	2980	40	2530	2580	0	0	0	1830	0	0	0	0	0	0	0	0	0	750	700	700	590	110	10	40	20	10	265460	260100	5360	3940	1420	1420	0	30	0	30	540	160	390	70	1687640	1453300	234110	230	140	120	100	100	0	20	0	0	0	0	0	0	0	0	0	0	20	0	0	35140	2080720	1087760	1784960	2045580	280050	204380	236540	216590	150200	215810	481390	697200	260620	260030	134630	125410	590	350	230	256770	184360	5010	37080	142270	72410	38060	24740	9610	0
IE01	flg																																																																																																													
IE02	ha	3449910	2549570	680180	217820	64230	0	0	136970	15710	0	0	910	4010	4010	0	19190	9210	780	9190	10000	0	0	0	6150	0	0	0	0	0	0	0	0	0	3850	4560	4540	4020	520	20	190	170	20	420340	398800	21540	18900	2640	2640	0	10	0	10	4060	250	3810	80	1868480	1664120	203170	1190	830	760	530	530	0	230	0	0	0	0	0	0	0	0	0	0	70	0	0	49680	3222970	1658000	2958320	3173290	424450	328110	373480	341190	190770	855050	445270	1300320	214980	214510	110330	104180	470	260	210	226940	195080	5610	42790	146680	31860	16810	13030	2010	0
IE02	flg																																																																																																													
IS00	ha	160950	1595670	34000	5310		0		5140		0	0	170	0	0	0	1780	590	0	1200	140	0	0	0	130	0	0	0	0	0	0	0	0	10	0	230	210	40	180	10	10	0	10	25280	21480	3810	0	0	3810	3810	30	10	0	1220	1220	0	0	1561620	247960	1313650	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	43760	145830	28160	55630	102070	7650	7220	8180	2150	2970	25720	1750	27460	46440	46340	38440	7900	100	60	40	15120	9390	350	1720	7320	5730	2230	2810	690	
IS00	flg																																																				-1																																																									
ITC1	ha	1030400	1010780	543250	404510	89270	4190	420	17670	1780	164520	121420	5230	3480	3080	400	2210	1250	940	20	16260	0	10	0	3150	3000	8930	20	60	0	10	0	100	870	150	9350	8510	7380	1130	830	540	360	180	91000	61340	29660	20250	2190	9410	7210	810	520	300	15100	6320	8780	1580	371350	217440	151030	2880	94600	43670	20360	14400	5960	620	22690	10	1020	20	1000	46570	40990	5330	250	0	2560	730	40	15370	600990	329740	571700	585620	91950	89350	70830	10250	67360	147920	94040	241960	13920	9270	8210	1060	4660	4190	470	429410	301900	4420	32410	265070	125660	45280	39920	40450	1860
ITC1	flg																					-1		-1								-1																																																																														
ITC2	ha	28850	55600	340	140	10	90	10	0	0	20	0	0	10	0	10	40	40	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	20	20	20	0	0	10	0	0	10	0	0	0	0	0	0	0	0	0	110	90	10	100	54330	19870	34260	190	830	310	200	200	0	10	100	0	50	0	50	460	300	160	0	0	10	0	0	260	28770	10470	27930	28510	1140	190	5320	170	3660	17270	180	17450	580	230	200	20	350	330	20	80	60	0	0	60	10	0	10	0	0
ITC2	flg								-1	-1		-1	-1		-1				-1								-1								-1				-1	-1		-1	-1		-1	-1	-1		-1	-1	-1	-1	-1													-1			-1		-1					-1			-1	-1																							-1	-1			-1		-1	-1
ITC3	ha	16290	43780	6800	830	180	190	0	100	10	260	0	100	40	20	20	230	210	10	10	60	0	0	0	0	0	0	0	0	0	0	0	0	30	10	1030	890	790	100	140	2670	1890	790	1150	1040	110	10	30	100	70	140	0	140	640	630	10	760	21880	15130	6690	70	14350	1470	380	370	10	80	1010	50	11110	120	10990	1570	850	690	30	0	90	50	0	2930	14830	5570	10150	11900	1420	540	1040	330	2240	1900	2680	4580	1750	1080	1020	60	660	610	50	1460	280	0	50	220	1140	120	770	250	40
ITC3	flg							-1																-1		-1	-1					-1	-1																			-1																												-1																							-1							
ITC4	ha	2736680	986830	715260	450040	57420	18930	1220	21460	2110	234290	106660	7940	1560	1170	390	7850	890	6890	60	27850	70	0	0	4620	1050	21530	90	60	0	0	0	180	150	230	17500	13620	12780	840	3880	1270	920	360	201120	82160	118960	105120	5770	13840	8080	1290	670	630	6780	2860	3910	490	234590	166530	65840	2220	36480	5910	4280	3670	610	390	1240	30	1960	60	1900	23180	19190	3900	100	0	4260	1120	20	24160	1132730	522320	1092220	1108570	182420	68800	169720	10400	90970	552390	17520	569910	16350	10580	8890	1690	5770	5180	590	1603950	1233390	25590	161050	1046760	369330	74880	157530	136920	1230
ITC4	flg																						-1	-1						-1		-1																																																																														
ITF1	ha	173510	453630	181660	71930	13850	30660	520	18960	2560	3850	20	1500	4400	490	3910	4360	3660	680	20	3500	270	0	0	20	2980	40	0	10	0	0	0	10	120	50	12930	12320	10470	1850	610	150	110	40	64370	54880	9490	2190	690	7300	6610	500	420	80	19520	11750	7770	2430	189080	115780	69040	4260	80470	4000	2470	2300	170	280	1250	30	42980	290	42690	32500	15840	16350	310	0	170	780	10	9100	88550	25600	57010	79450	8330	5570	5280	1040	5370	18750	12670	31410	22440	21000	17120	3890	1440	1310	120	84960	27550	210	2980	24370	56810	42220	3050	11540	600
ITF1	flg																							-1								-1																																																																														
ITF2	ha	99460	197520	142780	78190	4470	53050	150	9830	7600	1690	0	1400	4340	420	3920	1180	250	740	190	8190	20	0	0	70	7990	0	0	0	0	0	0	0	30	20	3120	3100	2910	190	20	10	0	0	33050	25390	7670	640	530	7030	6490	270	200	70	14430	5030	9390	1070	31890	24610	6340	940	21780	1400	1000	990	10	50	350	20	15040	90	14960	5180	1210	3940	20	0	70	70	0	2380	47390	15690	35420	45000	5330	2600	3760	430	3570	16700	3030	19730	9580	8970	7750	1220	610	530	90	52070	7450	20	250	7180	44600	38450	5740	400	30
ITF2	flg											-1												-1			-1		-1	-1		-1	-1									-1	-1																																					-1																														
ITF3	ha	448980	549530	268100	112510	12890	54370	440	12040	18580	10400	30	3770	4230	660	3570	2490	2080	60	350	9310	8800	30	0	40	270	0	0	0	0	0	0	0	90	40	23070	17500	15200	2300	5580	1010	240	770	99710	41710	58010	20560	7000	37450	30440	970	650	320	14790	10250	4540	3510	120430	76950	39810	3670	157490	58840	23690	22810	870	1060	34090	1850	72620	390	72240	23260	9520	13670	70	0	460	390	70	5010	378700	108950	351950	373690	41320	36610	14760	2910	13350	223580	19420	243000	21740	18140	15190	2940	3610	3250	360	70280	23970	310	3480	20190	45030	12970	23080	8980	1280
ITF3	flg																							-1			-1	-1			-1	-1	-1																																																																													
ITF4	ha	213900	1285290	651400	405300	15340	342500	350	13590	27260	830	50	5380	24040	4490	19550	11530	1810	6380	3340	6550	60	0	0	730	4780	20	0	20	50	80	20	210	410	320	58260	57070	51840	5230	1190	860	330	530	71050	22020	49020	1500	14720	47530	32810	1880	1030	850	71930	41000	30920	3940	103050	53840	42940	6280	526890	35230	19080	18920	160	950	15200	9320	373280	2980	370310	107190	23640	59120	24430	0	1360	450	60	8070	170650	52870	130180	162580	15490	4660	15260	2260	15210	69880	7420	77310	32400	27240	25460	1780	5160	4650	510	43240	11710	110	740	10860	30610	14980	13500	2140	920
ITF4	flg																						-1	-1				-1																																																																																		
ITF5	ha	127390	519130	312600	183130	7550	136330	300	17910	18290	890	0	1870	11200	1180	10010	940	120	460	360	930	0	0	0	770	50	0	0	0	0	0	0	0	20	0	7450	6730	6100	630	720	150	70	80	46410	19150	27270	1170	4690	26100	21420	480	410	60	61910	19010	42900	1040	153880	98160	48080	7640	51610	11120	9210	8790	420	230	1690	6440	28000	220	27780	5550	1580	3280	690	0	160	190	140	4170	104230	30640	67880	100060	8630	3020	7210	1410	10360	25430	11810	37240	32180	26300	22370	3930	5880	4720	1160	23160	20480	560	1850	18070	2440	2090	240	120	230
ITF5	flg											-1										-1					-1								-1																																																																											
ITF6	ha	147720	549250	155980	91170	11780	41090	650	12200	14350	2720	780	7600	2710	1170	1550	4880	4510	40	330	280	0	20	0	0	10	0	0	0	0	0	0	0	120	100	13160	12500	10580	1920	660	330	90	240	26220	13260	12950	1120	3060	11830	8770	550	320	230	16680	10880	5790	1580	140710	90860	45820	4030	250980	18530	7560	6410	1140	490	10490	35190	185910	1600	184320	9980	3190	6600	190	0	220	1120	40	2040	112390	39110	72310	110340	9570	5380	7450	3320	13380	17330	15870	33200	38030	24680	22220	2470	13350	11630	1720	35330	14180	190	1750	12250	21050	2520	5780	12750	100
ITF6	flg																							-1	-1		-1		-1	-1	-1		-1																																																																													
ITG1	ha	406370	1387520	680690	317040	4930	284090	300	14390	9510	190	0	3590	26170	960	25210	4040	1100	0	2910	550	0	0	0	0	80	0	0	10	0	0	0	20	300	40	30570	20400	17250	3150	10170	1450	770	680	199600	89400	110200	790	5540	109410	103860	2650	2270	380	98620	49430	49180	2170	320350	235210	79590	5550	384300	54300	11920	9680	2240	2770	39600	71130	141810	4370	137440	113850	12830	91230	9780	0	1320	1810	80	12640	338100	108760	240440	325450	35070	14260	23530	7360	28540	48160	83520	131680	85020	73280	65600	7690	11730	9900	1840	68280	12960	190	2470	10310	54960	13320	33210	8430	360
ITG1	flg											-1							-1			-1	-1		-1		-1	-1			-1	-1																																																																														
ITG2	ha	585860	1153690	393640	104990	1840	43560	710	24870	25750	1870	3500	2870	4860	1530	3330	540	340	0	190	460	0	0	0	190	0	0	0	0	0	0	0	0	180	50	14780	14010	12200	1810	770	280	150	130	228680	51050	177630	6660	42060	170970	128910	3150	3090	60	35900	23310	12590	1290	692990	452770	238260	1950	65780	4890	2230	2150	80	380	2280	4100	36470	1170	35300	18910	9540	8930	440	0	290	1110	10	13030	522110	91500	182110	509080	25010	6320	16850	7560	35770	33960	56650	90610	326970	302840	286210	16630	24130	21390	2740	63760	45280	1510	23950	19830	18260	2870	8170	7220	210
ITG2	flg																		-1					-1		-1	-1		-1			-1	-1																																																																													
ITH1	ha	118750	240540	4040	400	60	50	50	60	10	50	0	10	0	0	0	330	320	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	10	10	430	430	350	80	10	50	20	30	2720	960	1760	1720	10	40	30	10	0	10	50	40	0	200	211660	81000	130660	0	24630	18970	18760	18750	10	80	130	0	10	0	0	5290	5120	160	10	0	310	40	0	4220	116060	37910	107570	111840	9910	1200	15600	620	10570	67680	1990	69670	4260	2980	2000	980	1280	950	330	2690	1230	20	140	1070	1450	10	1220	220	10
ITH1	flg											-1		-1	-1	-1			-1	-1							-1		-1				-1																							-1					-1										-1	-1								-1																														
ITH2	ha	54420	137220	3100	540	30	20	0	0	0	470	0	0	10	0	0	390	390	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	320	200	160	40	110	20	10	20	1710	220	1490	1460	0	30	10	20	0	20	90	70	10	200	111140	26340	84720	80	22780	11770	11260	11170	90	280	230	10	380	0	380	10390	9480	900	10	0	200	20	0	2570	41940	13700	36060	39370	3840	1430	5140	250	3040	21720	640	22360	3320	2740	2120	630	570	550	30	12480	1530	0	0	1370	10780	5470	1480	3830	170
ITH2	flg							-1	-1	-1			-1		-1	-1			-1						-1	-1	-1	-1					-1															-1																							-1									-1																							-1	-1						
ITH3	ha	1361540	811440	569260	374520	78350	23340	310	8050	1180	255780	4390	3120	890	670	220	15940	1880	13820	230	89810	7770	0	0	5540	1500	74190	50	300	10	0	0	380	120	230	17110	14070	12430	1640	3040	650	400	260	60740	26960	33790	30820	720	2970	2240	930	270	660	8670	3770	4900	2060	130540	100270	28230	2040	109580	22510	21130	17040	4090	350	1030	30	5180	70	5110	77810	56040	21600	160	0	3450	560	50	13000	526720	349790	507530	513720	100150	145580	72300	6510	25260	152940	4800	157740	6190	5180	4630	540	1010	950	60	834820	196370	5310	26480	164580	633030	202480	76390	354170	5420
ITH3	flg																						-1	-1							-1	-1																																																																														
ITH4	ha	203800	218440	162240	89820	8420	920	140	5280	630	73850	110	470	210	180	30	490	270	210	0	43290	190	0	0	1800	810	40330	50	0	0	0	0	100	50	0	960	910	770	140	60	170	100	60	22100	15260	6840	5850	310	990	690	160	0	80	5040	1180	3860	480	30100	24430	5130	540	25630	2950	2760	2040	720	40	150	0	430	10	420	19330	15180	4070	80	0	2500	410	0	2250	74120	29340	70450	71860	8070	3360	11140	440	6320	40050	1060	41110	1420	1090	820	270	330	290	40	129690	60920	550	3820	56550	67010	40410	7670	18930	1760
ITH4	flg																			-1									-1	-1	-1				-1																	-1																	-1											-1																														
ITH5	ha	1203660	1064210	830570	383530	153270	70490	530	22280	900	97630	8130	30310	5230	3280	1940	30940	5320	25310	310	32930	0	0	0	2580	5470	21970	190	230	0	0	0	430	1740	630	50300	49160	46070	3090	1150	450	260	190	298680	276380	22290	15500	2620	6790	4170	10870	10210	660	17640	10000	7630	1450	102560	88250	10410	3900	129630	67450	62070	57710	4360	1580	3800	0	3810	30	3790	55910	30430	25360	120	0	2300	140	10	15390	463100	178000	440530	447710	43580	23770	67260	4270	39130	248340	14190	262530	7190	6330	5820	510	860	780	80	740560	336860	4960	31920	299980	401820	82860	151680	167280	1880
ITH5	flg																					-1	-1							-1	-1																																																																															
ITI1	ha	182210	754340	479890	173060	19420	102850	290	15270	14240	13820	340	6840	17060	910	16150	1160	730	230	200	24280	2110	0	0	2200	18550	410	70	230	120	0	20	480	420	90	10100	9650	8970	680	450	1280	830	460	151790	83870	67930	2440	5370	65490	60130	2150	1680	470	99000	63110	35880	2490	94900	76160	14680	4060	177070	17820	3800	3690	120	310	13710	70	91910	430	91470	59950	40960	18880	120	0	5810	1390	120	11700	121640	36980	61640	109940	8700	6260	8680	2250	11080	11950	12710	24660	48310	47110	44370	2730	1200	1110	90	60570	33120	420	3920	28790	27210	7700	6520	12990	240
ITI1	flg																							-1							-1																																																																															
ITI2	ha	194340	326880	211260	92740	38410	22480	450	14720	3410	8770	20	4470	11160	400	10750	320	210	30	70	26170	6710	0	0	1280	16860	270	90	80	90	0	10	260	160	630	2070	2030	1830	200	40	50	30	30	59450	52820	6640	1980	1220	4660	3440	760	650	100	18550	9240	9320	890	68480	54900	12400	1180	46250	2330	920	840	70	150	1270	0	30390	90	30300	12500	7510	4980	10	0	430	580	20	5320	58930	24180	42590	53620	6600	6050	4550	870	6120	8620	9790	18410	11030	10710	9280	1430	320	270	40	135410	49380	910	3820	44650	85880	16040	29720	40120	150
ITI2	flg																														-1																																						-1																																									
ITI3	ha	200480	471830	374860	181920	12530	136510	330	19050	1930	6620	10	4940	13050	4490	8560	2960	200	2640	120	44250	30	0	0	600	40110	660	0	190	60	30	0	280	2200	370	7220	7090	5920	1170	140	150	100	40	97520	93940	3580	1600	310	1990	1670	4520	4040	480	23260	9710	13550	2110	57520	41360	14940	1210	37350	4490	2650	2600	50	140	1700	40	13510	170	13350	16840	10380	6370	90	0	1020	1420	10	4310	64300	24200	40250	59990	6440	5290	4500	1210	6760	6130	9920	16060	19730	19270	17950	1310	470	420	50	136180	54560	900	8650	45010	80960	45960	24110	10890	650
ITI3	flg																						-1	-1				-1				-1																																																																														
ITI4	ha	376910	638600	321590	103190	12850	53400	950	14290	5630	11720	220	4130	4500	860	3630	2170	1530	140	500	8060	860	0	0	2350	4430	100	0	10	0	0	0	60	110	150	19910	16540	14000	2540	3370	1150	600	550	160760	70680	90080	12380	6680	77700	71020	2820	2380	440	19040	11970	7070	2060	192650	138310	53640	700	122300	36320	11550	4170	7380	490	24280	590	67440	1530	65910	16800	7070	9330	400	0	580	540	30	17410	296630	89960	217210	279220	24390	17220	17800	5250	25300	101670	25590	127250	62010	59210	55070	4140	2800	2480	320	80280	21900	190	1590	20130	57950	14010	27580	16360	420
ITI4	flg																						-1					-1		-1		-1																																																																														
LT00	ha	900080	2742560	2115130	1041360	525480	0	51670	239290	84940	7740	0	132250	54860	44340	10510	50500	33200	15390	1920	269600	0	0	0	256680	0	0	460	1780	10	0	0	2260	10540	110	10390	10090	2030	8060	300	140	130	10	566040	541380	24650	17140	270	7510	7240	3470	3440	30	118780	36610	82160	0	605870	535760	0	70110	21550	20270	13180	13180	0	6940	150	0	0	0	0	0	0	0	0	0	360	930	0	23000	607630	209930	576490	584620	72750	31010	67900	7890	30380	352630	13930	366560	8130	6450	3060	3390	1680	840	830	292450	201110	7230	40260	153620	90700	36000	43160	11540	640
LT00	flg																					-1	-1									-1																																																																														
LU00	ha	167660	131110	62000	29710	14010		900	8260	1350	370	0	4820	340	300	30	640	620	0	30	4870	0	0	0	4710		0		80		0	0	80	10	60	200	200	180	20	0	0	0	0	25540	11460	14080	13440	450	640	190	560	410	150	140	90	50	10	67590	67330	70	200	1500	130	130	130	0			0	0	0	0	1270	1270		0	0	90	20	0	3680	148330	72230	143230	144650	20900	11540	21200	3700	14900	45010	25990	71000	1420	910	460	450	510	270	240	19330	18160	840	3750	13580	1160	120	1020	20	10
LU00	flg																																							-1	-1	-1	-1																																																																			
LV00	ha	474630	1796290	1119960	548640	312920	0	34370	107400	63350	0	0	30600	2820	2690	130	25560	24590	0	970	116840	0	0	0	112490	0	0	1180	1820	50	110	0	3160	1190	0	4760	4710	880	3830	40	100	90	10	337630	325680	11960	6050	5910	5910	0	9160	4810	4350	74450	35830	38620	16760	651050	146090	349950	155020	8510	8260	6430	6430	0	1830	0	0	0	0	0	0	0	0	0	0	250	0	0	8290	316100	117660	298130	307810	43880	13830	38580	3740	17620	166410	14070	180480	9670	8430	4750	3680	1250	910	340	158530	96550	2780	24030	69740	61400	11580	48440	1380	580
LV00	flg																						-1																																																																																							
